ResourceID,Statement of Responsibility,Language,Publisher,Date of Publication,Publication Location Name,Contributor,Subject(s),Bibliographic Item Description text,Bibliographic Source Title,Page(s),Resource ID,Language,External Cross Reference Source,Title Type,External Cross Reference Number,Journal or Serial ,Bibliographic Source Type,External Cross Reference Notes,Copyright Type,Editor,Volume number/part,Copyright Description,File,Author,Period(s),Bibliographic Item Description Type
98f4a00f-8f74-4132-9d8d-fada90b5b450,,English,,,,,,,,,,English,,,,,,,,,,,,,,
98f914aa-5329-42e8-ae7c-31e85b1e31ed,"Maddison, Reverend A. R.",English,Associated Architectural Societies,1894,,,,,Lincolnshire Gentry during the Sixteenth Century,,98f914aa-5329-42e8-ae7c-31e85b1e31ed,English,Lincoln Heritage Database (Sources),Primary,343,,Article,,,,,,,,,
98f914aa-5329-42e8-ae7c-31e85b1e31ed,,English,,,,,,,,,,English,,,,,,,,,,,,,,
990ec0a6-260d-11e9-ae3b-066e122e3f0a,"<p>J. Sleap</p>
",English,Pre-Construct Archaeological Services,2011,Lincoln,,Archaeology,"<p>Report on archaeological monitoring and recording of groundworks on land between Robey Court and 49 High Street, Lincoln. No archaeological finds or features were recorded.</p>
","LAND BETWEEN ROBEY COURT AND 49 HIGH STREET, LINCOLN, LINCOLN ARCHAEOLOGICAL MONITORING AND RECORDING REPORT",,,English,Lincolnshire Museum and Archive Service,Primary,2009.165,,Watching Brief Report,,Public Domain,,,,"[{u'status': u'uploaded', u'index': 0, u'name': u'preconst3-108415_5.pdf', u'url': u'/media/files/uploadedfiles/preconst3-108415_5.pdf', u'lastModified': 1473170686927, u'content': u'blob:https://arcade.lincoln.gov.uk/10eb4fa3-9fe1-4b90-a445-bf5680ccf7f2', u'file_id': u'27395738-260e-11e9-ae3b-066e122e3f0a', u'accepted': True, u'type': u'application/pdf', u'size': 1725039}]",60df0c19-b0a3-4239-b5a6-425b9b480240,,Full
990ec0a6-260d-11e9-ae3b-066e122e3f0a,,English,,,,,,,,,,English,,,,,,,,,,,,,,
990fa9e1-f8f3-4aa7-947a-3200c6779251,"Moore, R.",English,Lindsey Archaeological Services,1997,,,,,"Bernadette House, South Park, Lincoln.  Archaeological Evaluation.",,990fa9e1-f8f3-4aa7-947a-3200c6779251,English,Lincoln Heritage Database (Sources),Primary,1425,,Evaluation Report,,,,,,,,,
990fa9e1-f8f3-4aa7-947a-3200c6779251,,English,,,,,,,,,,English,,,,,,,,,,,,,,
991ab347-a2d4-4bf8-8f2d-fa3a188db554,"Mann, J. E. and Reece, R.",English,Council for British Archaeology,1983,,,,,Roman coins from Lincoln 1970-1979,,991ab347-a2d4-4bf8-8f2d-fa3a188db554,English,Lincoln Heritage Database (Sources),Primary,351,,Monograph,,,,,,,,,
991ab347-a2d4-4bf8-8f2d-fa3a188db554,,English,,,,,,,,,,English,,,,,,,,,,,,,,
993173dc-9212-4ed0-bcb4-e89002bf34a2,"Jefferson, N.",English,PCAS Archaeology,2008,,,,,"Grosvenor Hall, Nursing Home, Newark Road, Bracebridge, Lincolnshire. Archaeological Watching Brief Report",,993173dc-9212-4ed0-bcb4-e89002bf34a2,English,Lincoln Heritage Database (Sources),Primary,2274,,Watching Brief Report,,,,,,,,,
993173dc-9212-4ed0-bcb4-e89002bf34a2,,English,,,,,,,,,,English,,,,,,,,,,,,,,
993b7bc6-6ca6-4e6e-9760-6718f9433293,"Hughes, H.",English,The Survey of Lincoln,2012,,,,,The Development of Brayford Pool as a Leisure Space in the City,,993b7bc6-6ca6-4e6e-9760-6718f9433293,English,Lincoln Heritage Database (Sources),Primary,2834,,Article,,,,,,,,,
993b7bc6-6ca6-4e6e-9760-6718f9433293,,English,,,,,,,,,,English,,,,,,,,,,,,,,
995f5114-6998-403d-ba92-3ac8fb3641c5,"Trimble, Russell",English,Society for Lincolnshire History and Archaeology,1998,,,,,Lincoln: St Marks Station,,995f5114-6998-403d-ba92-3ac8fb3641c5,English,Lincoln Heritage Database (Sources),Primary,1637,,Article,,,,,,,,,
995f5114-6998-403d-ba92-3ac8fb3641c5,,English,,,,,,,,,,English,,,,,,,,,,,,,,
996a1438-c294-4d20-89e7-9132d08cfcff,"Donel, L.",English,City of Lincoln Archaeology Unit,1994,,,,,Halifax Building Society,,996a1438-c294-4d20-89e7-9132d08cfcff,English,Lincoln Heritage Database (Sources),Primary,979,,Report,,,,,,,,,
996a1438-c294-4d20-89e7-9132d08cfcff,,English,,,,,,,,,,English,,,,,,,,,,,,,,
99831e36-2792-445f-94c4-aeec20736093,"Venables, Rev. E.",English,Archaeological Institute of Great Britain and Ireland,1893,,,,,The shrine and head of St Hugh of Lincoln,,99831e36-2792-445f-94c4-aeec20736093,English,Lincoln Heritage Database (Sources),Primary,2225,,Article,,,,,,,,,
99831e36-2792-445f-94c4-aeec20736093,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9990f63a-f15f-4777-9b69-f77f6328bdf9,"Smith, J.",English,Society for Lincolnshire History and Archaeology,2012,,,,,From chaos to beauty. A picture in words,,9990f63a-f15f-4777-9b69-f77f6328bdf9,English,Lincoln Heritage Database (Sources),Primary,2751,,Article,,,,,,,,,
9990f63a-f15f-4777-9b69-f77f6328bdf9,,English,,,,,,,,,,English,,,,,,,,,,,,,,
99a4520a-2d74-4437-9b34-f2e2dce737fc,"Whitwell, J. B.",English,British Archaeological Reports,1982,,,,,The Coritani - some aspects of the Iron Age tribe and the Roman Civitas,,99a4520a-2d74-4437-9b34-f2e2dce737fc,English,Lincoln Heritage Database (Sources),Primary,531,,Monograph,,,,,,,,,
99a4520a-2d74-4437-9b34-f2e2dce737fc,,English,,,,,,,,,,English,,,,,,,,,,,,,,
99a727f8-9d85-44ee-a7cd-afa98062bf0b,"Steane, Kate",English,City of Lincoln Archaeology Unit,1991,,,,,St Paul-in-the-Bail - a dated sequence?,,99a727f8-9d85-44ee-a7cd-afa98062bf0b,English,Lincoln Heritage Database (Sources),Primary,435,,Article,,,,,,,,,
99a727f8-9d85-44ee-a7cd-afa98062bf0b,,English,,,,,,,,,,English,,,,,,,,,,,,,,
99aa847e-4422-463c-80c4-221a37329ee5,"Jones, M. J.",English,Council for British Archaeology,1980,,,,,East Bight: review of excavations 1953,,99aa847e-4422-463c-80c4-221a37329ee5,English,Lincoln Heritage Database (Sources),Primary,2541,,Monograph,,,,,,,,,
99aa847e-4422-463c-80c4-221a37329ee5,,English,,,,,,,,,,English,,,,,,,,,,,,,,
99eeb892-3c03-4c40-9100-09886b6765d6,"Stocker, D. A.",English,Society for Lincolnshire History and Archaeology,1988,,,,,A recently discovered Romanesque gravecover from Lincoln and its local affiliations,,99eeb892-3c03-4c40-9100-09886b6765d6,English,Lincoln Heritage Database (Sources),Primary,448,,Article,,,,,,,,,
99eeb892-3c03-4c40-9100-09886b6765d6,,English,,,,,,,,,,English,,,,,,,,,,,,,,
99f7e215-cf4d-4ae9-878b-1206b83360cc,"Roe, F.",English,Unpublished,1995,,,,,Lincoln: Upper City Sites. The Catalogue of Worked Stone Objects,,99f7e215-cf4d-4ae9-878b-1206b83360cc,English,Lincoln Heritage Database (Sources),Primary,777,,Report,,,,,,,,,
99f7e215-cf4d-4ae9-878b-1206b83360cc,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9a54622a-8b97-49c7-969e-d9c7e33b9b2a,"Walker, A.",English,The Survey of Lincoln,2009,,,,,Carline Road,,9a54622a-8b97-49c7-969e-d9c7e33b9b2a,English,Lincoln Heritage Database (Sources),Primary,2485,,Article,,,,,,,,,
9a54622a-8b97-49c7-969e-d9c7e33b9b2a,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9a5e6069-4c88-4c8d-9018-3900532835ce,"Allen, M., Clay, C. and Trott, K.",English,Allen Archaeological Associates,2010,,,,,"Archaeological Excavation Report: Excavation of Land at 9-11 Monson Street, Lincoln, Lincolnshire",,9a5e6069-4c88-4c8d-9018-3900532835ce,English,Lincoln Heritage Database (Sources),Primary,2585,,Excavation Report,,,,,,,,,
9a5e6069-4c88-4c8d-9018-3900532835ce,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9a82d7e4-7d73-462c-9d32-8759bdb4daeb,"Trollope, E.",English,Archaeological Institute of Great Britain and Ireland,1868,,,,,The Norman sculpture of Lincoln Cathedral,,9a82d7e4-7d73-462c-9d32-8759bdb4daeb,English,Lincoln Heritage Database (Sources),Primary,2208,,Article,,,,,,,,,
9a82d7e4-7d73-462c-9d32-8759bdb4daeb,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9a93dbee-3670-4eef-8f9d-b0be63b9bbb2,"Davies, J. A.",English,Unpublished,1992,,,,,The coins from site MCH84 Michaelgate Chestnut House,,9a93dbee-3670-4eef-8f9d-b0be63b9bbb2,English,Lincoln Heritage Database (Sources),Primary,1043,,Report,,,,,,,,,
9a93dbee-3670-4eef-8f9d-b0be63b9bbb2,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9aa932c0-f52c-4de8-8d10-6020d3dc1418,"Lawrence, C. H.",English,,1989,,,,,Medieval monasticism: forms of religious life in Western Europe in the Middle Ages,,9aa932c0-f52c-4de8-8d10-6020d3dc1418,English,Lincoln Heritage Database (Sources),Primary,718,,Volume,,,,,,,,,
9aa932c0-f52c-4de8-8d10-6020d3dc1418,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9aae2e56-7e03-4eae-a869-fc6d64db38f0,"Savage, S. A.",English,PCAS Archaeology,2003,,,,,40 Monson Street. Archaeological Watching Brief and Environmental Sampling Report,,9aae2e56-7e03-4eae-a869-fc6d64db38f0,English,Lincoln Heritage Database (Sources),Primary,1767,,Watching Brief Report,,,,,,,,,
9aae2e56-7e03-4eae-a869-fc6d64db38f0,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9ab21bca-a5a3-401f-a161-f76a6df6de2c,"Bennet, M.",English,Society for Lincolnshire History and Archaeology,2010,,,,,"Lincoln: the former Army Cadet Force HQ, Newport",,9ab21bca-a5a3-401f-a161-f76a6df6de2c,English,Lincoln Heritage Database (Sources),Primary,2815,,Article,,,,,,,,,
9ab21bca-a5a3-401f-a161-f76a6df6de2c,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9ab523aa-b261-4c1f-8648-b4cc12851642,"Wheeler, R. and Mills, D.",English,Society for Lincolnshire History and Archaeology,2005,,,,,Some peregrinations of Lincoln Race Course,,9ab523aa-b261-4c1f-8648-b4cc12851642,English,Lincoln Heritage Database (Sources),Primary,1908,,Article,,,,,,,,,
9ab523aa-b261-4c1f-8648-b4cc12851642,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9af054c2-442f-45e4-b1dd-9983e38d34bf,"Jarvis, M.",English,City of Lincoln Archaeology Unit,1998,,,,,"Residential Development, rear of 5/6 Eastgate, Lincoln. Archaeological Watching Brief",,9af054c2-442f-45e4-b1dd-9983e38d34bf,English,Lincoln Heritage Database (Sources),Primary,1454,,Watching Brief Report,,,,,,,,,
9af054c2-442f-45e4-b1dd-9983e38d34bf,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9b27b75f-c2de-4169-8b5e-35e023f8a211,"Egan, Geoff and Pritchard, Frances",English,HMSO,1991,,,,,Dress Accessories: c.1150-c.1450,,9b27b75f-c2de-4169-8b5e-35e023f8a211,English,Lincoln Heritage Database (Sources),Primary,715,,Monograph,,,,,,,,,
9b27b75f-c2de-4169-8b5e-35e023f8a211,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9b28d443-6463-444d-b634-a2188be74dc1,,English,,1895,,,,,Lincolnshire Notes and Queries 5,,9b28d443-6463-444d-b634-a2188be74dc1,English,Lincoln Heritage Database (Sources),Primary,4395,,Journal,,,,,,,,,
9b28d443-6463-444d-b634-a2188be74dc1,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9b2d6d04-340d-481f-b579-ca1555411e82,"Wheeler, R.",English,The Survey of Lincoln,2009,,,,,Lincoln Telephones,,9b2d6d04-340d-481f-b579-ca1555411e82,English,Lincoln Heritage Database (Sources),Primary,2373,,Article,,,,,,,,,
9b2d6d04-340d-481f-b579-ca1555411e82,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9b3638cb-8570-4008-bda1-aaac650b03c6,"Roberts, D. L.",English,Archaeological Institute of Great Britain and Ireland,1975,,,,,The vernacular buildings of Lincolnshire,,9b3638cb-8570-4008-bda1-aaac650b03c6,English,Lincoln Heritage Database (Sources),Primary,2246,,Article,,,,,,,,,
9b3638cb-8570-4008-bda1-aaac650b03c6,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9b58a6dc-f0d0-424a-acf4-b461d22ecca7,"Walker, A.",English,The Survey of Lincoln,2012,,,,,"Trade and Industry on Brayford Pool, c. 1850-1980",,9b58a6dc-f0d0-424a-acf4-b461d22ecca7,English,Lincoln Heritage Database (Sources),Primary,2825,,Article,,,,,,,,,
9b58a6dc-f0d0-424a-acf4-b461d22ecca7,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9b596458-56ca-4971-a1c3-fdacfc78addd,,English,Society for Lincolnshire History and Archaeology,1999,,,,,Lincoln: Tentercroft Street (City Medical Centre),,9b596458-56ca-4971-a1c3-fdacfc78addd,English,Lincoln Heritage Database (Sources),Primary,1656,,Article,,,,,,,,,
9b596458-56ca-4971-a1c3-fdacfc78addd,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9b654d0b-4f63-4e4a-af0a-98014c7dd893,,English,Society for Lincolnshire History and Archaeology,2006,,,,,"Lincoln: south of the Tap and Spile public house, Hungate",,9b654d0b-4f63-4e4a-af0a-98014c7dd893,English,Lincoln Heritage Database (Sources),Primary,2335,,Article,,,,,,,,,
9b654d0b-4f63-4e4a-af0a-98014c7dd893,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9b676101-99af-4368-af0c-d6d52ba1b85f,,English,Society for the Promotion of Roman Studies,1956,,,,,Journal of Roman Studies 46,,9b676101-99af-4368-af0c-d6d52ba1b85f,English,Lincoln Heritage Database (Sources),Primary,4274,,Journal,,,,,,,,,
9b676101-99af-4368-af0c-d6d52ba1b85f,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9b6e984b-e2a7-4078-a905-3bbe3107615b,"Greig, James",English,City of Lincoln Archaeology Unit,1989,,,,,Plant remains,,9b6e984b-e2a7-4078-a905-3bbe3107615b,English,Lincoln Heritage Database (Sources),Primary,206,,Article,,,,,,,,,
9b6e984b-e2a7-4078-a905-3bbe3107615b,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9be3aabf-b3c4-4545-b1ee-65cd0a43e12e,Victor and Baker,English,,1843,,,,,Lincoln Commercial Directory,,9be3aabf-b3c4-4545-b1ee-65cd0a43e12e,English,Lincoln Heritage Database (Sources),Primary,1560,,Volume,,,,,,,,,
9be3aabf-b3c4-4545-b1ee-65cd0a43e12e,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9bf35a40-702f-4435-a3a7-0239ea55ffe2,,English,"Ruddock, J. W.",1905,,,,,Directory of the City of Lincoln,,9bf35a40-702f-4435-a3a7-0239ea55ffe2,English,Lincoln Heritage Database (Sources),Primary,420,,Volume,,,,,,,,,
9bf35a40-702f-4435-a3a7-0239ea55ffe2,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9c052c2c-42c0-4431-b667-2c5e59252ffe,"Wilson, P.",English,Oxbow Books,2003,,,,,The Archaeology of Roman Towns. Studies in honour of John S Wacher,,9c052c2c-42c0-4431-b667-2c5e59252ffe,English,Lincoln Heritage Database (Sources),Primary,4402,,Volume,,,,,,,,,
9c052c2c-42c0-4431-b667-2c5e59252ffe,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9c0a2234-bb45-419d-a669-7e28d3cea337,"Gale, R.",English,Unpublished,1992,,,,,Wood identification,,9c0a2234-bb45-419d-a669-7e28d3cea337,English,Lincoln Heritage Database (Sources),Primary,590,,Report,,,,,,,,,
9c0a2234-bb45-419d-a669-7e28d3cea337,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9c45b7e4-7e90-48fb-b2e1-4b6340654ea7,"Wheeler, R.",English,The Survey of Lincoln,2013,,,,,A tunnel and a tankard valve,,9c45b7e4-7e90-48fb-b2e1-4b6340654ea7,English,Lincoln Heritage Database (Sources),Primary,2923,,Article,,,,,,,,,
9c45b7e4-7e90-48fb-b2e1-4b6340654ea7,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9c47ab48-b847-4375-b68b-e5db3b0deb5f,"Johnson, C.",English,The Survey of Lincoln,2011,,,,,Canwick Road and Robeys,,9c47ab48-b847-4375-b68b-e5db3b0deb5f,English,Lincoln Heritage Database (Sources),Primary,2884,,Article,,,,,,,,,
9c47ab48-b847-4375-b68b-e5db3b0deb5f,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9c4e4e10-f5c9-44bf-b640-822cbdfd1bbe,"Brown, Graham",English,English Heritage,2003,,,,,An earthwork survey and investigation of Lincoln West Common,,9c4e4e10-f5c9-44bf-b640-822cbdfd1bbe,English,Lincoln Heritage Database (Sources),Primary,1801,,Field Survey Report,,,,,,,,,
9c4e4e10-f5c9-44bf-b640-822cbdfd1bbe,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9c7d76d2-39d1-4cd6-ac7d-8680995c9c09,"Todd, Malcolm",English,Society for Lincolnshire History and Archaeology,1965,,,,,Roman Stamped Tiles from Lincoln and their Origin,,9c7d76d2-39d1-4cd6-ac7d-8680995c9c09,English,Lincoln Heritage Database (Sources),Primary,981,,Article,,,,,,,,,
9c7d76d2-39d1-4cd6-ac7d-8680995c9c09,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9c9cad86-e1cd-4969-bf27-0c0d3c40decf,"Higginbottom, R. W.",English,,1979,,,,,"Roman coin groups from Lincolnshire. Part 1. Greetwell Villa, Lincoln",,9c9cad86-e1cd-4969-bf27-0c0d3c40decf,English,Lincoln Heritage Database (Sources),Primary,2524,,Article,,,,,,,,,
9c9cad86-e1cd-4969-bf27-0c0d3c40decf,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9cb9fdec-9632-4ba5-ba86-2b745ec6a12b,,English,,1988,,,,,A History of the County of Lincoln,,9cb9fdec-9632-4ba5-ba86-2b745ec6a12b,English,Lincoln Heritage Database (Sources),Primary,6,,Volume,,,,,,,,,
9cb9fdec-9632-4ba5-ba86-2b745ec6a12b,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9cd141d4-d11a-4e51-842f-9d0cc843c319,Lincoln Civic Trust,English,Lincoln Civic Trust,1970,,,,,Dernstall House 33/34 The Strait Lincoln 15th Century Restored 1969-70,,9cd141d4-d11a-4e51-842f-9d0cc843c319,English,Lincoln Heritage Database (Sources),Primary,2073,,Building Recording Report,,,,,,,,,
9cd141d4-d11a-4e51-842f-9d0cc843c319,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9cf14fef-0a34-43d2-a7e1-51cdabb4fdb6,,English,Society for the Promotion of Roman Studies,1958,,,,,Roman Britain in 1957,,9cf14fef-0a34-43d2-a7e1-51cdabb4fdb6,English,Lincoln Heritage Database (Sources),Primary,1172,,Article,,,,,,,,,
9cf14fef-0a34-43d2-a7e1-51cdabb4fdb6,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9d0008d2-33d9-424e-8356-f758581e6d39,"Walker, A.",English,The Survey of Lincoln,2011,,,,,"Agricultural shows, circuses and fairs on the South Common, 1854 to the present",,9d0008d2-33d9-424e-8356-f758581e6d39,English,Lincoln Heritage Database (Sources),Primary,2896,,Article,,,,,,,,,
9d0008d2-33d9-424e-8356-f758581e6d39,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9d08fa4b-07ee-4f13-ad8d-e8eebf7aadad,"Trimble, R.",English,City of Lincoln Archaeology Unit,2000,,,,,"Development at St Botolphs Infant School, Lincoln",,9d08fa4b-07ee-4f13-ad8d-e8eebf7aadad,English,Lincoln Heritage Database (Sources),Primary,1561,,Report,,,,,,,,,
9d08fa4b-07ee-4f13-ad8d-e8eebf7aadad,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9d16c299-62e3-487b-b496-1aeb330fc23f,"Chitwood, P. and Jones, M. J.",English,,1989,,,,,Site at Junction of Well Lane and Steep Hill. Archive Report,,9d16c299-62e3-487b-b496-1aeb330fc23f,English,Lincoln Heritage Database (Sources),Primary,1054,,Interim Report,,,,,,,,,
9d16c299-62e3-487b-b496-1aeb330fc23f,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9d25fca8-c284-4c9f-a450-509dfd7d5bcf,"Field, N. and Williams, M.",English,Lindsey Archaeological Services,2001,,,,,"St Martins School, Hungate (Area C) Lincoln. Archaeological  Evaluation",,9d25fca8-c284-4c9f-a450-509dfd7d5bcf,English,Lincoln Heritage Database (Sources),Primary,1703,,Evaluation Report,,,,,,,,,
9d25fca8-c284-4c9f-a450-509dfd7d5bcf,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9d26188e-a3a7-47eb-b835-98582cc85180,"Jones, M. J.",English,Lincoln Archaeological Trust,1982,,,,,Grantham Street,,9d26188e-a3a7-47eb-b835-98582cc85180,English,Lincoln Heritage Database (Sources),Primary,283,,Article,,,,,,,,,
9d26188e-a3a7-47eb-b835-98582cc85180,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9d31b206-196c-4060-84af-92597547f2e8,Frankl W,English,Archaeological Institute of Great Britain and Ireland,1946,,,,,Notes on the reconstruction of the west front of Lincoln Cathedral,,9d31b206-196c-4060-84af-92597547f2e8,English,Lincoln Heritage Database (Sources),Primary,2235,,Article,,,,,,,,,
9d31b206-196c-4060-84af-92597547f2e8,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9d3338f4-d972-40ab-abb6-ed68f58f4231,"Wragg, Kevin",English,City of Lincoln Archaeology Unit,1993,,,,,"St Marys School, Pottergate",,9d3338f4-d972-40ab-abb6-ed68f58f4231,English,Lincoln Heritage Database (Sources),Primary,548,,Article,,,,,,,,,
9d3338f4-d972-40ab-abb6-ed68f58f4231,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9d54bf61-f466-4f6d-abcb-3cd6aefb9401,"Leach, H. N.",English,,,,,,,Pottery Production on the Stamford Castle Site,,9d54bf61-f466-4f6d-abcb-3cd6aefb9401,English,Lincoln Heritage Database (Sources),Primary,913,,Excavation Report,,,,,,,,,
9d54bf61-f466-4f6d-abcb-3cd6aefb9401,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9d71b0e2-ec4a-42ab-bd65-c5f7f7683afd,"Woods, A.",English,Council for British Archaeology,1989,,,,,Report on Silver Street shelly wares,,9d71b0e2-ec4a-42ab-bd65-c5f7f7683afd,English,Lincoln Heritage Database (Sources),Primary,543,,Monograph,,,,,,,,,
9d71b0e2-ec4a-42ab-bd65-c5f7f7683afd,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9d9484de-4dab-40e9-aa1c-e0dd2bd83c26,"Mills, D.",English,Family and Community Historical Research Society,2004,,,,,A Tech School for Victorian Lincoln,,9d9484de-4dab-40e9-aa1c-e0dd2bd83c26,English,Lincoln Heritage Database (Sources),Primary,2953,,Article,,,,,,,,,
9d9484de-4dab-40e9-aa1c-e0dd2bd83c26,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9da19f25-7336-400a-8d29-a57da73127b4,"Wall, T.",English,Society for Lincolnshire History and Archaeology,2005,,,,,Building the bangers and boneshakers,,9da19f25-7336-400a-8d29-a57da73127b4,English,Lincoln Heritage Database (Sources),Primary,2517,,Article,,,,,,,,,
9da19f25-7336-400a-8d29-a57da73127b4,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9dbbc0cd-36aa-4014-bb24-00fbf7d1b6fa,"Ussher, W. A. E., Jukes-Brown, A. J. &  Strahan, A.",English,Lords Commissioners of Her Majestys Treasury,1886,,,,,"Memoirs of the Geological Survey, England and Wales. The geology of the country around Lincoln (expalanation of Sheet 83)",,9dbbc0cd-36aa-4014-bb24-00fbf7d1b6fa,English,Lincoln Heritage Database (Sources),Primary,2761,,Volume,,,,,,,,,
9dbbc0cd-36aa-4014-bb24-00fbf7d1b6fa,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9df0636d-24d7-43c1-b027-59cdb562d596,"Stanwell, R. H. and Baker, F. T.",English,,1938,,,,,"The Newport Earthwork, Lincoln. Excavations during July-August 1937.",,9df0636d-24d7-43c1-b027-59cdb562d596,English,Lincoln Heritage Database (Sources),Primary,1202,,Article,,,,,,,,,
9df0636d-24d7-43c1-b027-59cdb562d596,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9e5f66f9-642c-41dd-af50-803dcbf78c14,"Savage, S. and Clay, C.",English,PCAS Archaeology,2004,,,,,"Land between 53 and 59 Queen Street, Lincoln: Archaeological Watching Brief Report.",,9e5f66f9-642c-41dd-af50-803dcbf78c14,English,Lincoln Heritage Database (Sources),Primary,1828,,Watching Brief Report,,,,,,,,,
9e5f66f9-642c-41dd-af50-803dcbf78c14,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9e6d57a6-736a-4c3c-b430-4a932a28e0f7,"Trimble, R.",English,City of Lincoln Archaeology Unit,2002,,,,,"The Old Maltings, Brayford Wharf North, Lincoln. Archaeological Watching Brief",,9e6d57a6-736a-4c3c-b430-4a932a28e0f7,English,Lincoln Heritage Database (Sources),Primary,1740,,Watching Brief Report,,,,,,,,,
9e6d57a6-736a-4c3c-b430-4a932a28e0f7,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9e82470d-720f-47f8-8a2e-538707c2c3dc,,English,Society for Medieval Archaeology,2013,,,,,Medieval Archaeology 57-1,,9e82470d-720f-47f8-8a2e-538707c2c3dc,English,Lincoln Heritage Database (Sources),Primary,4307,,Journal,,,,,,,,,
9e82470d-720f-47f8-8a2e-538707c2c3dc,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9e9f9956-0dd9-4ad4-aff7-5eeccec2a6b0,"Perren, B.",English,Ian Allen Ltd,1985,,,,,Lincoln: concentrating services on Central station,,9e9f9956-0dd9-4ad4-aff7-5eeccec2a6b0,English,Lincoln Heritage Database (Sources),Primary,2190,,Article,,,,,,,,,
9e9f9956-0dd9-4ad4-aff7-5eeccec2a6b0,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9ea4c397-5f48-492d-9ea5-5781ac57109c,"Brett, A.",English,PCAS Archaeology,2002,,,,,"St Nicholas Church, Newport, Lincoln. Archaeological Watching Brief Report",,9ea4c397-5f48-492d-9ea5-5781ac57109c,English,Lincoln Heritage Database (Sources),Primary,2965,,Watching Brief Report,,,,,,,,,
9ea4c397-5f48-492d-9ea5-5781ac57109c,,English,,,,,,,,,,English,,,,,,,,,,,,,,
9ea85372-23df-11e9-ae3b-066e122e3f0a,"<p>Neville Hall MIFA</p>
",English,,2015,Lincoln,,Archaeology,"<p>Report on archaeological monitoring undertaken ahead of the construction of extensions to nos 13 and 1 Manor Road Lincoln. No archaeological finds or features were identified.</p>
","REPORT ON ARCHAEOLOGICAL MONITORING & RECORDING AT 13-15 MANOR ROAD, LINCOLN, LINCOLNSHIRE.",,,English,Lincoln Heritage Database,Primary,3036,,Watching Brief Report,,,,,,"[{u'status': u'uploaded', u'index': 0, u'name': u'3036.pdf', u'url': u'/media/files/uploadedfiles/3036.pdf', u'lastModified': 1438250515989, u'content': u'blob:https://arcade.lincoln.gov.uk/31e9cbcb-c503-4c1f-b22e-ba39ef9d5e5e', u'file_id': u'f3d71820-23e3-11e9-ae3b-066e122e3f0a', u'accepted': True, u'type': u'application/pdf', u'size': 4436666}]",911444ed-6e75-4d4d-a019-9c54bb0d6be8,,Full
9ea85372-23df-11e9-ae3b-066e122e3f0a,,English,,,,,,,,,,English,,,,,,,,,,,,,,
