ResourceID,Activity Method Type,Spatial Accuracy Qualifier,Compiler Name,Geometry Source,Spatial Metadata Description,Locality,Map Reference Name,Role,Activity Phase Description text,External Cross Reference Source,Activity Phase Description Type,External Cross Reference Notes,Road or Street Name,Town or City,To Date,Date Type,Area Type,Geometry,External Cross Reference Number,Number in Road or Street,Location Description Type,Map Reference Type,Postal Code,Activity Description Language,Activity Name,Activity Type,From Date,Location Description text,Location Description Language,Date of Compilation,Activity Description text,Area Name,File,Activity Description Type,Activity Phase Language,Activity Name Type,Resource ID
9edc046b-1fe8-45a1-9718-ed182d46a537,,,,,,,,,,,,,,,,,,,,,,,,,Castle (NW corner),,,,,,,,,,,Site Name,
9ee37c54-a4f9-4b11-bcde-37d312cc5fee,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.542102381210505 53.2364233344274)),10771,,,,,,Watching Brief at Westgate,WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief) during ground investigation consisting of dynamic penetration testing at six locations (DCP 1-6) and one borehole (WS5). DCP 2. Natural limestone was reached at a depth of 2m below the present ground level, within the east part of the legionary ditch",,,Summary,,Primary,
9ee37c54-a4f9-4b11-bcde-37d312cc5fee,,,,,,,,,,,,,,,,,,,,,,,,,Westgate Junior School,,,,,,,,,,,Site Name,
9ee6fca5-511f-4cb4-a47f-90e4e2b56927,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.53699 53.23649, -0.536996 53.236468, -0.536979 53.236466, -0.536973 53.236488, -0.53699 53.23649)))",1243,,,,,,Excavation at Bailgate/Cottesford Place/James Street,EXCAVATION,,,,,Area 24 of twenty eight. Trench E7,,,Summary,,Primary,
9ee6fca5-511f-4cb4-a47f-90e4e2b56927,,,,,,,,,,,,,,,,,,,,,,,,,Cottesford Place 1956-58,,,,,,,,,,,Site Name,
9ee92930-d6a7-43cc-88bd-dcb4dcf15698,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.541716323249916 53.2266199100807)),4276,,,,,,"Photographic Survey at High Street, St Marys",PHOTOGRAPHIC SURVEY,,,,,The Crossing was recorded and photographed as part of 1998 Industrial Archaeology Survey project.,,,Summary,,Primary,
9ee92930-d6a7-43cc-88bd-dcb4dcf15698,,,,,,,,,,,,,,,,,,,,,,,,,High Street Crossing,,,,,,,,,,,Site Name,
9efff726-f962-46ef-9394-9b35b6d368a1,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.540511707065359 53.2347317982708)),7726,,,,,,Watching Brief at Lincoln Castle,WATCHING BRIEF,,,,,Archaeological monitoring and recording (watching brief) during groundworks for 1) the removal of overburden against the Observatory Tower and 2) gas main renewal trench.,,,Summary,,Primary,
9efff726-f962-46ef-9394-9b35b6d368a1,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2002.398,,,,,,,,,,,,,,,,,,
9efff726-f962-46ef-9394-9b35b6d368a1,,,,,,,,,,,,,,,,,,,,,,,,,Gas Mains Renewal and Removal of Overburden,,,,,,,,,,,Site Name,
9f003ecf-2405-4963-8dcb-bbd8e98d9d10,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.5357769999999999 53.235167, -0.535793 53.235166, -0.535792 53.235158, -0.535776 53.235159, -0.5357769999999999 53.235167)))",465,,,,,,Trial Trench at Eastgate,TRIAL TRENCH,,,,,Trial trench 3 of four. Earliest level was a robbed east-west wall appearing contemporary with north-south robbed wall. This was sealed by loose yellow brown soil with limestone frags,,,Summary,,Primary,
9f003ecf-2405-4963-8dcb-bbd8e98d9d10,,,,,,,,,,,,,,,,,,,,,,,,,Cathedral School,,,,,,,,,,,Site Name,
9f05cece-dd99-432e-96fb-cdb63b7b6c4d,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.548683490290689 53.2310109805501)),7701,,,,,,Watching Brief at Depot Street/ 39 & 41 Carholme Road,WATCHING BRIEF,,,,,Archaeological monitoring and recording (watching brief) during groundwork associated with the construction of two three-storey blocks of flats and a laundry building. Area 1 of three; the Laundry Building,,,Summary,,Primary,
9f05cece-dd99-432e-96fb-cdb63b7b6c4d,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2001.408,,,,,,,,,,,,,,,,,,
9f05cece-dd99-432e-96fb-cdb63b7b6c4d,,,,,,,,,,,,,,,,,,,,,,,,,Land on Depot Street and between 39 & 41 Carholme Road,,,,,,,,,,,Site Name,
9f1219fa-a5de-4942-81a4-af9509464f4c,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.538291118619414 53.2291040445498)),3081,,,,,,Casual Observation at Free School Lane,CASUAL OBSERVATION,,,,,"Section of Roman south defences wall found in 1868. 7ft (2.13m) thick, 8ft 9ins (2.67m) to the north of the south wall of the churchyard of the former St Swithins Church west of Free School Lane.",,,Summary,,Primary,
9f1219fa-a5de-4942-81a4-af9509464f4c,,,,,,,,,,,,,,,,,,,,,,,,,Free School Lane. South wall,,,,,,,,,,,Site Name,
9f20ae48-79d1-4f34-b127-e22fe1c4cbd5,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.54063040106882 53.2136165714438)),9587,,,,,,Topographic Survey at South Common,TOPOGRAPHIC SURVEY,,,,,Archaeological and topographical survey of South Common.,,,Summary,,Primary,
9f20ae48-79d1-4f34-b127-e22fe1c4cbd5,,,,,,,,,,,,,,,,,,,,,,,,,South Common,,,,,,,,,,,Site Name,
9f3b4c31-848a-4c42-99ad-c2f95196ff01,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.5470625019563869 53.2235747840847)),8830,,,,,,Watching Brief at Anchor Street,WATCHING BRIEF,,,,,Archaeological monitoring and recording (watching brief) carried out in conjunction with 24 machine-excavated geotechnical test pits and six boreholes. Borehole 1 of 6,,,Summary,,Primary,
9f3b4c31-848a-4c42-99ad-c2f95196ff01,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2004.74,,,,,,,,,,,,,,,,,,
9f3b4c31-848a-4c42-99ad-c2f95196ff01,,,,,,,,,,,,,,,,,,,,,,,,,Anchor Street,,,,,,,,,,,Site Name,
9f3e825b-ccf9-4b54-bc49-6c879dc31af1,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.538924492769695 53.2338223804422)),746,,,,,,Casual Observation at Steep Hill,CASUAL OBSERVATION,,,,,A Victorian brick oven was uncovered during interior renovation work. (See also on66),,,Summary,,Primary,
9f3e825b-ccf9-4b54-bc49-6c879dc31af1,,,,,,,,,,,,,,,,,,,,,,,,,25 Steep Hill,,,,,,,,,,,Site Name,
9f6ed1a9-0047-4c9e-98eb-bfb6f1935497,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.538196273437601 53.2371665855303)),4375,,,,,,Watching Brief at Bailgate/Newport,WATCHING BRIEF,,,,,Archaeological monitoring and recording (watching brief) during environmental improvements in the area of Newport Arch.,,,Summary,,Primary,
9f6ed1a9-0047-4c9e-98eb-bfb6f1935497,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,30.96,,,,,,,,,,,,,,,,,,
9f6ed1a9-0047-4c9e-98eb-bfb6f1935497,,,,,,,,,,,,,,,,,,,,,,,,,Newport Arch; environmental improvements,,,,,,,,,,,Site Name,
9f7b535f-a657-4892-9e10-ab9b29e22881,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.542436582582759 53.2261432794022)),100,,,,,,Excavation at High Street,EXCAVATION,,,,,Excavation site,,,Summary,,Primary,
9f7b535f-a657-4892-9e10-ab9b29e22881,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2006.75,,,,,,,,,,,,,,,,,,
9f7b535f-a657-4892-9e10-ab9b29e22881,,,,,,,,,,,,,,,,,,,,,,,,,170 High Street,,,,,,,,,,,Site Name,
9f847e66-1ecc-4ce9-8b93-1f5b0a3c7ab3,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.537591 53.235779, -0.537712 53.235785, -0.537713 53.235744, -0.537592 53.235742, -0.537591 53.235779)))",9732,,,,,,"Watching Brief at 5 Deloraine Court, James Street",WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief) during groundworks for the construction of a rear conservatory and soakaway, at two locations, areas 1 and 2; area 1 conservatory.",,,Summary,,Primary,
9f847e66-1ecc-4ce9-8b93-1f5b0a3c7ab3,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2006.9,,,,,,,,,,,,,,,,,,
9f847e66-1ecc-4ce9-8b93-1f5b0a3c7ab3,,,,,,,,,,,,,,,,,,,,,,,,,"5 Deloraine Court, James Street",,,,,,,,,,,Site Name,
9f9db9b8-7789-403f-b47a-7b757c0aefdb,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.545309902151174 53.2381615585108)),656,,,,,,Watching Brief at Burton Road,WATCHING BRIEF,,,,,"Trial pit 4 of seven. Trial holes to aid in foundation design were carried out to a depth of 0.50m., in the workshop complex north of the Museum.   Topsoil overlay a layer of limestone brash. No archaeological features or finds",,,Summary,,Primary,
9f9db9b8-7789-403f-b47a-7b757c0aefdb,,,,,,,,,,,,,,,,,,,,,,,,,"Museum of Lincs Life, Burton Road",,,,,,,,,,,Site Name,
9fd642a5-7b17-4d6b-b8e1-4a5435ee1e4e,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.534227741339518 53.2353468953416)),5797,,,,,,Photographic Survey at 17 Eastgate,PHOTOGRAPHIC SURVEY,,,,,Photographic survey of boundary stone.,,,Summary,,Primary,
9fd642a5-7b17-4d6b-b8e1-4a5435ee1e4e,,,,,,,,,,,,,,,,,,,,,,,,,Boundary stone,,,,,,,,,,,Site Name,
9fd82be0-a22e-44e1-9f70-123bfebc7464,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.534032092012555 53.231425005891)),9650,,,,,,Watching Brief at Cathedral Street,WATCHING BRIEF,,,,,Archaeological monitoring and recording (watching brief) during the excavation of pits to locate suitable pile positions. Pit eight of 28. Pits 10 & 11,,,Summary,,Primary,
9fd82be0-a22e-44e1-9f70-123bfebc7464,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2003.288,,,,,,,,,,,,,,,,,,
9fd82be0-a22e-44e1-9f70-123bfebc7464,,,,,,,,,,,,,,,,,,,,,,,,,Cathedral Street,,,,,,,,,,,Site Name,
9fecaa85-54c0-46f4-a644-e9273f5de47e,,,Alastair MacIntosh,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.544441089318491 53.2372699701168)),11337,,,,,,Watching Brief at 14 Occupation Road,WATCHING BRIEF,,,,,"Archaeological monitoring and recording during the construction rear and side extensions at 14 Occupation Road. No archaeological features were identified, although a probable medieval/post-medieval buried soil was recorded.",,,Summary,,Primary,
9fecaa85-54c0-46f4-a644-e9273f5de47e,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2014.18,,,,,,,,,,,,,,,,,,
9fecaa85-54c0-46f4-a644-e9273f5de47e,,,,,,,,,,,,,,,,,,,,,,,,,"14 Occupation Road, Lincoln",,,,,,,,,,,Site Name,
9ff19077-f63a-4de4-b68c-d56bc91f3f11,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.542977 53.233329, -0.542981 53.233311, -0.5429659999999999 53.23331, -0.5429619999999999 53.233327, -0.542977 53.233329)))",546,,,,,,Geotechnical Test Pit at Alexandra Terrace/Motherby Hill,GEOTECHNICAL TEST PIT,,,,,Pit 2 of four. A 4m deep hole revealed brick rubble onto limestone slabs and brown soil with clay to the bottom,,,Summary,,Primary,
9ff19077-f63a-4de4-b68c-d56bc91f3f11,,,,,,,,,,,,,,,,,,,,,,,,,"Walnut House, Alexandra Terrace",,,,,,,,,,,Site Name,
a0009a74-10fd-4f17-a98e-03936f7151b3,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.528273238174809 53.2246028098824)),291,,,,,,Casual Observation at Great Northern Terrace,CASUAL OBSERVATION,,,,,"Medieval pottery was found in the area of the printing works, but there were no further details",,,Summary,,Primary,
a0009a74-10fd-4f17-a98e-03936f7151b3,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,88.77,,,,,,,,,,,,,,,,,,
a0009a74-10fd-4f17-a98e-03936f7151b3,,,,,,,,,,,,,,,,,,,,,,,,,Ruddocks Printing Works,,,,,,,,,,,Site Name,
a01594f0-b7fd-4ae7-aac3-52252400a89a,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.538698531772247 53.2360580293377)),10924,,,,,,Watching Brief at Bailgate,WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief) during ground works for alterations to an existing conservatory to the rear (west) of the main house, and a brick outbuilding on its south side. The floor level was lowered by c 0.4m; all observed deposits were post-medieval and associated with the construction of the property and a cellar under the front of the property in 1878. These included redeposited garden soil with brick and stone inclusions, a drain pipe and a brick structure against the north boundary wall.",,,Summary,,Primary,
a01594f0-b7fd-4ae7-aac3-52252400a89a,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2009.158,,,,,,,,,,,,,,,,,,
a01594f0-b7fd-4ae7-aac3-52252400a89a,,,,,,,,,,,,,,,,,,,,,,,,,29 Bailgate,,,,,,,,,,,Site Name,
a0168baa-8c5c-447f-9e0f-c1a8f5e22a4f,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.539601521015034 53.2324193042705)),4315,,,,,,Borehole Survey at Michaelgate,BOREHOLE SURVEY,,,,,Archaeological recording and borehole survey site. Partial destruction of the samples during the contractors laboratory procedures made interpretation possible in general terms only,,,Summary,,Primary,
a0168baa-8c5c-447f-9e0f-c1a8f5e22a4f,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,40.95,,,,,,,,,,,,,,,,,,
a0168baa-8c5c-447f-9e0f-c1a8f5e22a4f,,,,,,,,,,,,,,,,,,,,,,,,,St Cuthberts Nursery School (former),,,,,,,,,,,Site Name,
a018c4c8-391c-4b4e-8566-475925618c29,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.533857 53.232612, -0.533852 53.232639, -0.533866 53.23264, -0.533872 53.232613, -0.533857 53.232612)))",7733,,,,,,Watching Brief at Lindum Road,WATCHING BRIEF,,,,,Archaeological Evaluation of land prior to an application to build an apartment block. Trench 4 of 5. Trench D,,,Summary,,Primary,
a018c4c8-391c-4b4e-8566-475925618c29,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2002.454,,,,,,,,,,,,,,,,,,
a018c4c8-391c-4b4e-8566-475925618c29,,,,,,,,,,,,,,,,,,,,,,,,,Greestone Mount,,,,,,,,,,,Site Name,
a031fe5d-2f9e-416a-9b16-c7b545040ec3,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.529585306232457 53.2274057973359)),9369,,,,,,Borehole Survey at Waterside South,BOREHOLE SURVEY,,,,,Archaeological Evaluation in advance of redevelopment consisting of two trial trenches and a programme of environmental sampling. Borehole 5;  BH5,,,Summary,,Primary,
a031fe5d-2f9e-416a-9b16-c7b545040ec3,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2005.151,,,,,,,,,,,,,,,,,,
a031fe5d-2f9e-416a-9b16-c7b545040ec3,,,,,,,,,,,,,,,,,,,,,,,,,Land to the north of Starglaze Windows,,,,,,,,,,,Site Name,
a03df604-6849-40e7-b731-05a37bd247d1,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.5347155265379639 53.2333482028785)),1396,,,,,,Watching Brief at Greestone Place/Vicars Court,WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief) during groundworks for mains water pipeline and services connections by Anglian Water Services Ltd. The work was divided into 10 areas.  Area 9 of ten, Greestone Place and Vicars Court. Open trenching was not carried out, with moling holes only excavated. The road surface of Greestone Place was recorded.",,,Summary,,Primary,
a03df604-6849-40e7-b731-05a37bd247d1,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2005.178,,,,,,,,,,,,,,,,,,
a03df604-6849-40e7-b731-05a37bd247d1,,,,,,,,,,,,,,,,,,,,,,,,,Bailgate Area Watermains replacement,,,,,,,,,,,Site Name,
a0612905-b372-4941-8fec-efad51dca153,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.611727175171848 53.2435022437095)),3284,,,,,,Borehole Survey at Skellingthorpe,BOREHOLE SURVEY,,,,,MAU borehole,,,Summary,,Primary,
a0612905-b372-4941-8fec-efad51dca153,,,,,,,,,,,,,,,,,,,,,,,,,Skellingthorpe,,,,,,,,,,,Site Name,
a07c6bf1-ce95-4f29-bb66-7397cebc70d2,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.535653 53.230823, -0.535712 53.230818, -0.53571 53.230805, -0.53565 53.230809, -0.535653 53.230823)))",204,,,,,,Watching Brief at Monks Road,WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief). Excavations in the north side of carriageway revealed an amount of human bone including a skull. These may be associated with St Rumbolds cemetery; however, they may have been disturbed.",,,Summary,,Primary,
a07c6bf1-ce95-4f29-bb66-7397cebc70d2,,,,,,,,,,,,,,,,,,,,,,,,,"Monks Road, West end",,,,,,,,,,,Site Name,
a08f433b-94ce-4696-b6a1-88b7d6341997,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.55978653804373 53.2269474979163)),4220,,,,,,Photographic Survey at Beevor Street,PHOTOGRAPHIC SURVEY,,,,,The works visible from Beevor Street were recorded and photographed as part of 1998 Industrial Archaeology Survey project.[to be added to],,,Summary,,Primary,
a08f433b-94ce-4696-b6a1-88b7d6341997,,,,,,,,,,,,,,,,,,,,,,,,,Beel Industrial Boilers,,,,,,,,,,,Site Name,
a0a9844b-43ed-4b7b-b1e0-eab28d9c48da,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.539221 53.23515, -0.539221 53.235155, -0.539535 53.235159, -0.5395450000000001 53.235162, -0.539555 53.235167, -0.539562 53.235173, -0.539565 53.235179, -0.539564 53.235208, -0.5395720000000001 53.235208, -0.539571 53.235179, -0.539568 53.235172, -0.53956 53.235165, -0.539548 53.23516, -0.539537 53.235156, -0.53953 53.235156, -0.539221 53.23515)))",4632,,,,,,Watching Brief at St Pauls Lane,WATCHING BRIEF,,,,,Archaeological monitoring and recording (watching brief) during groundworks (a foundation trench and a ducting trench) for the installation of a closed-circuit TV mast. The work revealed stone and brick walls of properties in Georges Place (as seen on 1888 OS map) but no c. pre-1800 archaeological deposits.,,,Summary,,Primary,
a0a9844b-43ed-4b7b-b1e0-eab28d9c48da,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,89.98,,,,,,,,,,,,,,,,,,
a0a9844b-43ed-4b7b-b1e0-eab28d9c48da,,,,,,,,,,,,,,,,,,,,,,,,,"CCTV Installation, St Pauls Lane",,,,,,,,,,,Site Name,
a0c0914b-59c8-4ba2-b4ff-bdd0261b1703,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.539107815394818 53.2359192118566)),1694,,,,,,Excavation at West Bight/Westgate,EXCAVATION,,,,,"Excavation site prior to the conversion of the North District School to a hotel, now the Castle Hotel. Two north-south trenches were excavated, Trench 1 and Trench 2. Trench 1 was divided in to Area 1 and Area 2. Trench 2 was designated Area 3.  Area 1, c 6.25m x 1.35m",,,Summary,,Primary,
a0c0914b-59c8-4ba2-b4ff-bdd0261b1703,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2000.243,,,,,,,,,,,,,,,,,,
a0c0914b-59c8-4ba2-b4ff-bdd0261b1703,,,,,,,,,,,,,,,,,,,,,,,,,Mint Wall 1979,,,,,,,,,,,Site Name,
a0c8434f-81d3-4340-b9ee-b01477054649,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.533366352347914 53.2338080614)),10307,,,,,,Building Survey at Pottergate,BUILDING SURVEY,,,,,Survey of the building as part of the Lincoln Cathedral and Close Conservation Plan,,,Summary,,Primary,
a0c8434f-81d3-4340-b9ee-b01477054649,,,,,,,,,,,,,,,,,,,,,,,,,4 Pottergate (Pollard),,,,,,,,,,,Site Name,
a0cdf4c6-f535-4cc8-b217-31e2393d1308,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.544499542266783 53.2222939530314)),270,,,,,,Watching Brief at Gaunt Street,WATCHING BRIEF,,,,,During the laying of a gas main many human bones were discovered to the east end of the trench near High Street. Undoubtedly these were associated with the churchyard of St Andrew in Wigford.,,,Summary,,Primary,
a0cdf4c6-f535-4cc8-b217-31e2393d1308,,,,,,,,,,,,,,,,,,,,,,,,,Gaunt Street,,,,,,,,,,,Site Name,
a0e2d4f8-84ad-4bc8-965a-2d399d4c8803,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.538427551731406 53.2330162106961)),7911,,,,,,Watching Brief at Steep Hill,WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief) of trenches excavated during relining and reconfiguration of water mains. Trench twenty-three of 48. Trench 22, Steep Hill. No archaeological deposits were observed.",,,Summary,,Primary,
a0e2d4f8-84ad-4bc8-965a-2d399d4c8803,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2002.235,,,,,,,,,,,,,,,,,,
a0e2d4f8-84ad-4bc8-965a-2d399d4c8803,,,,,,,,,,,,,,,,,,,,,,,,,Westgate Water Mains Replacement,,,,,,,,,,,Site Name,
a0f80b90-fea7-4c0b-bce9-4bb45fc23d32,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.54210390779217 53.2363784049596)),339,,,,,,Excavation at Westgate,EXCAVATION,,,,,Archaeological excavation carried out to establish the line and construction of the Roman fortress and colonia defences. The work was begun in 1938 by the headmaster of Westgate Junior School; further work continued in 1941-1942 by G Webster under the guidance of Prof I Richmond. In 1945-1946 work was continued by the Lincoln Archaeological Research Committee.,,,Summary,,Primary,
a0f80b90-fea7-4c0b-bce9-4bb45fc23d32,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,"43.77, 54.77",,,,,,,,,,,,,,,,,,
a0f80b90-fea7-4c0b-bce9-4bb45fc23d32,,,,,,,,,,,,,,,,,,,,,,,,,Westgate,,,,,,,,,,,Site Name,
a11b4c8c-a1a4-43fd-bec0-848749330935,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.532257 53.230522, -0.532331 53.230524, -0.532332 53.23052, -0.532257 53.230518, -0.532257 53.230522)))",207,,,,,,Watching Brief at Monks Road,WATCHING BRIEF,,,,,"Building renovation was watched to reveal a series of layers indicating building construction, 19th century activity, etc., but little of archaeological interest",,,Summary,,Primary,
a11b4c8c-a1a4-43fd-bec0-848749330935,,,,,,,,,,,,,,,,,,,,,,,,,57/59 Monks Road (rear of),,,,,,,,,,,Site Name,
a1369815-55fd-4f25-a1f3-43ccf2a6c610,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.559450866982282 53.2016825542919)),10917,,,,,,Watching Brief at Hykeham Road,WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief) during the excavation of nine geotechnical test pits. Test Pits 1-9. Test Pit 6. Soft mid brown silty sand loam topsoil overlay natural orange sand, and clay. No archaeological deposits or finds were recorded.",,,Summary,,Primary,
a1369815-55fd-4f25-a1f3-43ccf2a6c610,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2009.174,,,,,,,,,,,,,,,,,,
a1369815-55fd-4f25-a1f3-43ccf2a6c610,,,,,,,,,,,,,,,,,,,,,,,,,Fosse House,,,,,,,,,,,Site Name,
a13f0d70-8e11-4aea-83f6-e221fb0dfd72,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.540990063023605 53.2356456068747)),1193,,,,,,Watching Brief at Lincoln Castle,WATCHING BRIEF,,,,,Area 4 of fourteen. North bank. BH8,,,Summary,,Primary,
a13f0d70-8e11-4aea-83f6-e221fb0dfd72,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2005.22,,,,,,,,,,,,,,,,,,
a13f0d70-8e11-4aea-83f6-e221fb0dfd72,,,,,,,,,,,,,,,,,,,,,,,,,Castle Banks (Stabilisation Survey),,,,,,,,,,,Site Name,
a14be3e0-86f8-4ce5-b3ed-9543ce9d3a57,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.544623220062892 53.2186456664458)),8780,,,,,,Watching Brief at Queen Street,WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief) during groundworks for the construction of a dwelling. No structures were recorded, but a series of deposits was interpreted to be the result of demolition or levelling episodes, probably beginning in the medieval period.",,,Summary,,Primary,
a14be3e0-86f8-4ce5-b3ed-9543ce9d3a57,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2004.25,,,,,,,,,,,,,,,,,,
a14be3e0-86f8-4ce5-b3ed-9543ce9d3a57,,,,,,,,,,,,,,,,,,,,,,,,,Queen Street,,,,,,,,,,,Site Name,
a165789a-9e53-4cf6-811e-c796db8d6434,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.536825 53.236414, -0.536833 53.236415, -0.536835 53.23641, -0.536825 53.236409, -0.536825 53.236414)))",11247,,,,,,Watching Brief at 10 James Street,WATCHING BRIEF,,,,,"Scheme of Archaeological Mitigation during groundworks for the construction of a detached dwelling, involving the monitoring and recording of archaeological deposits within new ground-beam foundation trenches, two service trenches, ground levelling, a fish pond and a trial pit. Trial pit",,,Summary,,Primary,
a165789a-9e53-4cf6-811e-c796db8d6434,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2011.457,,,,,,,,,,,,,,,,,,
a165789a-9e53-4cf6-811e-c796db8d6434,,,,,,,,,,,,,,,,,,,,,,,,,10 James Street,,,,,,,,,,,Site Name,
a16e699b-c46c-4483-872f-2317d327375b,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.537660307739644 53.2295907375216)),514,,,,,,Watching Brief at Free School Lane,WATCHING BRIEF,,,,,Archaeological monitoring and recording (watching brief). Deep machine excavation carried out within existing pipe trench. Cut previously disturbed/backfilled material. No archaeological features observed,,,Summary,,Primary,
a16e699b-c46c-4483-872f-2317d327375b,,,,,,,,,,,,,,,,,,,,,,,,,Free School Lane,,,,,,,,,,,Site Name,
