ResourceID,Evidence,Asset Description Type,Heritage Asset Name,Statutory name,Map Reference Type,Dimension Value,Production Technique,Area Type,External Cross Reference Number,Monument Phase,Material Name,Resource ID,Date of Assessment,Designation or Protection Type,Designation or Protection To Date,Area Name,Road or Street Name,Number in Road or Street,Dimension Type,Rights Holder,Role,Geometry,Asset Type,Production Method,Dimension Measurement Unit,Spatial Metadata Description,Occupancy,End of TimeSpan,Locality,Inscription Content,Geometry Source,Postal Code,Description Language,Right Type,External Cross Reference Notes,Organization Name,Caption,Designation Description,Cultural Period,Date of Compilation,File,Designation Description Type,Condition Type,Location Description Type,From Date,Date Type,Asset Description,Image File,Spatial Accuracy Qualifier,Measurement Type,Town or City,Risk Level,External Cross Reference Source,Description Language,Rights Note,To Date,Location Description,Material Type,Grade,Designation Activity Name Type,Inscription Note,Compiler Name,Begin of TimeSpan,Image File,Language,Asset Name Type,Map Reference Name,Created By Actor(s),Designation Activity Name,Designation or Protection From Date
da7c7838-e4ff-11e9-ae3b-066e122e3f0a,EXTANT BUILDING,,,,,,,,,e8ebd268-295d-41fd-b6f6-50d52d4c95bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da7c7838-e4ff-11e9-ae3b-066e122e3f0a,,,,,,,,,,,,,,,,,,,,,,,TOWN HOUSE,,,,,,,,,,,,,,,,MEDIEVAL,,,,,,1150,,,,,,,,,,,1250,,,,,,,,,,,,,,
ddb29fca-58b6-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,"18, EASTGATE",,,,,,1388525,82609496-d879-4593-9315-29be7137696c,,,,Listed Building,,,,,,,,,HOUSE,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1750,,"<p>House. Mid C18, with early C19 alterations and rear addition. Brick with stone dressings and plain tile, pantile and hipped slate roofs with various brick stacks. EXTERIOR: rendered plinth, chamfered quoins, moulded eaves cornice, coped parapet and gables. 2 storeys plus attics; 3 window range. Double range plan. Central Doric portico covering a 6-panel door, the top 4 glazed, flanked by single Venetian windows with glazing bars. Above, a central round headed glazing bar sash, flanked by single Venetian windows, all with glazing bars and keystones. Above again, 3 segment headed dormers. Garden front, asymmetrical, in grey brick with wooden eaves cornice on brackets. To left, two 15-pane full height sashes, and to right a French window with sidelights. Above, to left, two similar 15-pane sashes with balconies and wrought-iron railings. To right, a smaller 16-pane sash with a blank panel above it. All these openings have brick flat arches. Beyond, on either side, a ramped coped wall with a round arched doorway. Behind these, 2 storey red brick side wings. INTERIOR has central hallway leading to spinal corridor, with 3 moulded elliptical arches with keystones. Ground floor has to right a dining room with moulded cornice and mid C19 marble fireplace. Kitchen, to left, refitted late C20. Both rooms have fielded 6-panel doors with moulded surrounds. Cellar has brick elliptical vault and stone wine bins and winder stairs. Drawing room and adjoining sitting room, at rear, have fielded 6-panel doors, moulded cornices and ceiling bosses. Drawing room has 2 large sashes with shutters and a Classical style wooden fireplace. Sitting room has a C19 painted slate fireplace. Wooden dogleg staircase, 4 flights, has an ornamented string, turned newel, 2 vase and stem balusters per tread, and a hardwood handrail. Panelled dado. First floor landing has fielded 6-panel doors in moulded surrounds, and a coved oval skylight under a glazed cupola. Ballroom, at rear, has a moulded cornice and an oval ceiling panel in Adamesque style. 2 large windows with shutters. Mid C19 marble fireplace. Bedrooms have fielded 6-panel doors. Attics have C18 plank and panelled doors. Clasp purlin roof with collars, largely renewed mid C20.<br />
&nbsp;</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,08/10/1953
dfbf6b96-f974-11e9-ae3c-066e122e3f0a,EXTANT STRUCTURE,Statutory,LEIGH-PEMBERTON HOUSE,,,,,,1388487,22aa8435-75bd-43ff-a22f-46c1c601751c,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53869207 53.234488)),HOUSE,,,,,,,,,,English,,,,,,TUDOR,,,,,,1543,,"<p>Merchant&#39;s house, now offices. c1543, extensively restored 1929 and 1970. Timber framing, with arch braces, plastered nogging, rubble plinth and plain tile roof with a brick valley stack. 2 jettied floors with brackets on south and east fronts. Triple gabled south front, to Castle Hill, has to left a late C18 bow window with glazing bars, flanked to left by a half-glazed door. To right, a restored 2-light fixed window and a segment headed close-boarded door. Above, on each floor, three C20 leaded casements with 2 and 3 lights. East front, to Bailgate, 2 bays, has a close boarded door flanked by fixed lights with glazing bars. Above, on each floor, 2 leaded casements with 2 and 3 lights. South-east corner has an original post with carved figure and bracket. INTERIOR has jowled posts, some with arch braces, dragon beams, and is known to have crownpost roofs. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 517).</p>
",,,,,,National Heritage List for England,English,,,,,Grade II*,,,,,,,Statutory,,,,28/10/2019
e09cdc4a-e38c-11e9-ae3b-066e122e3f0a,EXTANT BUILDING,Statutory,GREYFRIARS' MUSEUM,GREYFRIARS' MUSEUM,,,,,1388472,e082b387-447d-4af8-8ea6-8eb66e53a5ad,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53699643 53.22928918)),INFIRMARY,,,,,,,,,,English,,,,,,MEDIEVAL,,,,,,1230,,"<p>Remains of the infirmary of the Franciscan friary. c1230 and late C13, with mid C19 additions. Converted to a mechanics&#39; institute 1883, and restored and converted to a museum 1905-1907 by William Watkins. Dressed stone and brick, with ashlar dressings, plain tile and slate roofs with a C19 brick side wall stack. EXTERIOR: chamfered eaves, coped gables, with cross to east. Undercroft plus upper storey. Main building, 9 bays, has 7 C19 buttresses and 8 C19 double chamfered barred windows. Above, nine 2-light windows with chamfered surrounds. To left, a lozenge-shaped datestone, 1833. East end has, above, a C13 3-light window with Y-tracery, and an oval window above it. West end has angle buttresses and a C20 Tudor arched 3-light window. North side has a C19 2 storey lean-to stair enclosure. Mid C19 addition to east, single storey, has a central door flanked by single windows, all pointed. INTERIOR: undercroft, 9 bays long by 2 bays wide, has octagonal piers and responds with moulded capitals and bases, single chamfered ribs and small bosses. North side has 6 blocked windows to east and doorway to west. Upper floor has to north a C13 door and 3 round headed windows, all blocked, and a fireplace with shouldered lintel. North-east corner has a pointed recess. Restored common rafter roof with arch braces to east and scissor braces to west, both with double collars. This building is said to be the earliest surviving building in England of the Franciscan order. Scheduled monument, County No.25. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 508-509; York Archaeological Papers: Stocker DA: The remains of the Franciscan friary in Lincoln (etc): York: 1984-; Hewett C: English Cathedral and Monastic Carpentry: 1985-).</p>
",,,,,,National Heritage List for England,English,,1540,,,Grade I,,,,,,,Statutory,,,,08/10/1953
e09cdc4a-e38c-11e9-ae3b-066e122e3f0a,EXTANT BUILDING,,,,,,,,,67f8792b-f843-4706-bc40-736eeb0e0ba5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e09cdc4a-e38c-11e9-ae3b-066e122e3f0a,,,,,,,,,,,,,,,,,,,,,,,FRANCISCAN FRIARY,,,,,,,,,,,,,,,,MEDIEVAL,,,,,,1230,,,,,,,,,,,1540,,,,,,,,,,,,,,
e170be3c-e3a2-11e9-ae3b-066e122e3f0a,EXCAVATED FEATURE,Statutory,REMAINS OF NORTH TOWER OF ROMAN EAST GATE,REMAINS OF NORTH TOWER OF ROMAN EAST GATE,,,,,1388538,0f834484-2f44-411f-aee0-89c570f0e05e,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53555844 53.23542942)),TOWN GATE,,,,,,,,,,English,,,,,,ROMAN,,,,,,85,,"<p>Formerly known as: Roman east gateway EASTGATE. Remains of the north tower of the Roman east gate. C1 and C2, extended and altered C3. Excavated and restored 1964. Ashlar and dressed stone facings to a rubble core. Semicircular eastern addition to rectangular wall turret. Doorway to south, flight of steps in north-west corner. C20 posts marking the position of the posts of the C1 legionary fortress gate. Approx. 15m long and 10m wide, 2m high. This building is an important part of the defences of the legionary fortress and the Colonia. Scheduled Ancient Monument, County No.165. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 515).</p>
",,,,,,National Heritage List for England,English,,410,,,Grade I,,,,,,,Statutory,,,,02/10/1969
e2439bc4-58ad-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,"17, EASTGATE",,,,,,1388522,5eed78d7-a81c-49e3-8416-9604b6cc007e,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53418086 53.2354035)),HOUSE,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1700,,"<p>House. Late C17 and C18. Coursed squared stone, partly rendered, with hipped plain tile roof and single side wall, ridge and gable stacks. 2 storeys, 3 bays. L-plan. Central wooden doorcase with pilasters and entablature, 6-panel door with 2 glazed panels. On either side, a glazing bar sash with rendered lintel. To right, a doorway to the adjoining No 18, with a Gothic glazing bar fanlight. Above, a central round headed window flanked by single glazing bar sashes with wooden lintels. Segment headed central dormer with a glazing bar sash. Rendered west side has 2 similar dormers. INTERIOR not inspected.<br />
&nbsp;</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,08/10/1953
e52db000-f1af-11e9-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,COUNTY ASSEMBLY ROOMS,,,,,,1388454,97988664-6bd8-47c8-a96c-209289569beb,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53809017 53.23588301)),ASSEMBLY ROOMS,,,,,,,,,,English,,,,,,POST MEDIEVAL,,,,,,1744,,"<p>County Assembly Rooms, now in part a Masonic Temple. 1744, with front addition and vestibule 1908 by William Watkins of Lincoln. Brick and ashlar with stone dressings and hipped pantile and slate roofs. EXTERIOR: front, Baroque Revival style, has first floor band, string course, moulded dentilled pediment and eaves, rusticated quoins, parapet and ball finials. Central rusticated square porch with cornice. Doorway with enriched keystone and pair of wrought-iron gates, under a segmental pediment containing a wreathed roundel. On either side, a round-headed window in a moulded surround, with frieze and segmental pediment. Above, a central Venetian window with glazing bars. C18 hall has cogged eaves. INTERIOR: C18 ballroom has full height Ionic pilasters, modillion cornice and panelled plaster ceiling. In each bay, a window with entablature, and above it, a smaller window with a coved architrave. All the windows have glazing bars. West end has a central pedimented doorcase, and the east end 2 similar smaller doorcases, all with fielded panelled doors. South side has a central fireplace with entablature and pedimented overmantel, fronted by a life-size female figure. Opposite is a semicircular recess with a round arch and keystone. Adjoining service room to east has an elliptical arched plaster vault. Other C18 rooms have friezes, modillion cornices, C19 fireplaces and fielded panelled doors. 1908 addition has an elliptical vestibule with a saucer dome on pendentives. Scrolled datestone over east door. Hall has Ionic pilasters, enriched cross beamed ceiling and domed oval skylight with enriched borders. Doorcases have bracketed friezes. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 516; Curl JS: The Victorian Facade (W Watkins &amp; Son, Architects, Lincoln): Lincoln: 1990-: 46).<br />
&nbsp;</p>
",,,,,,National Heritage List for England,English,,,,,Grade II*,,,,,,,Statutory,,,,08/10/1953
e5b4400c-4cf9-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,TOLL BAR LODGE,,,,,,1388480,69e53845-7c8f-47dd-b743-b16bfd0f01ab,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53108314 53.2177816)),TOLL HOUSE,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1843,,"<p>Formerly known as: The Toll House CANWICK ROAD. Toll house, now a house. Dated 1843. Dressed stone and brick, with ashlar dressings and hipped slate roof with 2 paired, coped ridge stacks set diagonally. Tudor Revival style. Chamfered plinth, moulded wooden eaves, coped gables with kneelers and finials. Single storey, 3 bays. Cross plan. Windows are mainly stone mullioned sashes with hoodmoulds. Central projecting bay with gabled porch, sloping stone hood, half-glazed C19 door and datestone. In each side, a glazing bar sash. Beyond, on either side, a double sash. INTERIOR not inspected.<br />
&nbsp;</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,15/08/1973
e5c0330a-fcb1-11e9-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,"23, MINSTER YARD",,,,,,1388673,31eb9ddf-b686-43ac-9ae3-f8aaa5060274,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53749971 53.23474307)),HOUSE,,,,,,,,,,English,,,,,,POST MEDIEVAL,,,,,,1700,,"<p>House. Early C18, with mid C19 alterations. Brick, with stone and stucco dressings and plain tile roof with 2 gable stacks. EXTERIOR: chamfered plinth, first floor band, eaves cornice, coped gable and parapet, rendered angle pilaster, tumbled north-east gable. 2 storeys plus attics, 4 bays. Off-centre porch, C19, with cornice. Moulded wooden doorcase with cornice on brackets, and part-glazed panelled door. To right, a flat roofed square bay window with 2 plain sashes. To left, 2 sashes, and above, 4 sashes, all with glazing bars and splayed keystone lintels. Above, 2 segment headed dormers with 2-light casements. INTERIOR has a central dogleg staircase, mid C18, 4 flights, with cut string, turned newels, ramped and scrolled handrail, and 2 vase and stem balusters per tread. Ground floor front room to left has full height panelling, C18, with dado and dentilled cornice. Matching overmantel to replica Classical fireplace, flanked by elliptical arched niches with pilasters. Corresponding room to right has slate fireplace with stone corbels, mid C19. First floor room, to left, has 2 walls with reused framed panelling, C17, and marble fireplace, mid C19, flanked by elliptical arches. Moulded cornice. Several panelled doors, mid C18 and early C19. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 495; Jones S: The Survey of Ancient Houses in Lincoln: Lincoln: 1987-: 107; Report and overall assessment of listable quality: Hewlings R: Secular properties..... in Lincoln Minster Close: London: 1987-).<br />
&nbsp;</p>
",,,,,,National Heritage List for England,English,,,,,Grade II*,,,,,,,Statutory,,,,08/10/1953
e84b2d6e-e9dd-11e9-ae3b-066e122e3f0a,EXTANT BUILDING,Statutory,VICARS COURT AND ATTACHED WALL TO SOUTH,,,,,,1388686,1eab7e9e-8bc0-4560-9ddd-3912db732708,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53572982 53.23348078)),CLERICAL DWELLING,,,,,,,,,,English,,,,,,MEDIEVAL,,,,,,1325,,"<p>West lodging range of the college of Vicars Choral, now 2 houses. Early C14, altered later C14 and C15, restored C17. Altered 1875 by the Revd GT Harvey for his own use. Coursed rubble and brick, with stone dressings and hipped and gabled plain tile roofs, with single gable and ridge stacks, and 2 side wall stacks. First floor band at north end. EXTERIOR: 2 storeys plus attics, 7 bays, L-plan. Windows are mainly casements with mullions and transoms. East front has an off-centre square bay window, 2 storeys, with 4-light window on each floor and a crest in the gable. To left, a single casement, and beyond, a 3-light window. To the right, 2 Tudor arched doorways with hoodmoulds. Between them, 2 single windows and a 3-light window. Beyond, to right, a similar doorway to an entry. Above, single and 2-light windows. To the right, two 2-light pointed arched windows, C19. Above again, a gabled dormer. Attached wall, to left, the remains of the west range, has a string course, 3 corbels, and an incomplete stone coping. Remains of 2 blocked windows, C14, and C19 close boarded door. Above, a single lancet to left, and remains of 3 openings. INTERIOR has a lancet opening with a carved drain in its sill. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 489-491; Jones S: The Survey of Ancient Houses in Lincoln: Lincoln: 1987-: 40-62; Report and overall assessment of listable quality: Hewlings R: Secular properties..... in Lincoln Minster Close: London: 1987-).</p>
",,,,,,National Heritage List for England,English,,,,,Grade I,,,,,,,Statutory,,,,08/10/1953
ea917898-e529-11e9-ae3b-066e122e3f0a,EXTANT STRUCTURE,Statutory,CLOSE WALL BETWEEN NUMBER 16A MINSTER YARD AND THE DEANERY,CLOSE WALL BETWEEN NUMBER 16A MINSTER YARD AND THE DEANERY,,,,,1388665,ad0ccd52-d781-44af-8fae-8fba6e547704,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53645356 53.23378632)),TOWN WALL,,,,,,,,,,English,,,,,,MEDIEVAL,,,,,,1316,,"<p>Section of Close wall. 1316-1321. Restored C18 and C19. Dressed stone with C18 brick plinth. Renewed crenellated coping over off-centre passageway, the remainder with pantile coping. South side, L-plan, has a round headed opening to the passageway and to right, a buttress with 3 setoffs. Approx. 4m high and 150m long. Southern length, approx. 50m long, has stepped pantile coping. Scheduled Ancient Monument, County No.114. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 484).</p>
",,,,,,National Heritage List for England,English,,,,,Grade I,,,,,,,Statutory,,,,02/10/1969
eacebb3e-4cdc-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,BEAUMONT MANOR,,,,,,1388468,92f1587f-4352-4531-bc0f-9ef02b22da9d,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.5424468099999999 53.2311359)),HOUSE,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1850,,"<p>Also known as: UNISON social club BEAUMONT FEE. House, now a social club. Mid C19. Brick with patterned plain tile roof and stone dressings. Tudor Revival style with coped gables with kneelers, and various stacks, partly external, with elaborate multiple flues. T-plan. 2 storeys plus attics, 4 bays. Windows are mainly cross casements with stone mullions and transoms. East front has a recessed gabled entrance bay flanked by larger projecting gables. Square porch with parapet and octagonal corner turrets, chamfered pointed arched door and hoodmould. Above it, a cross casement. Left gable has an external stack with a crest. Right gable has a 3-light window on each floor, that above with a stepped head. Beyond, to right, a bay with smaller windows. Left return has to right a canted stone oriel window under a small gable. To left, a 3 storey gabled wing with a stepped-head window on the first floor. INTERIOR not inspected.<br />
&nbsp;</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,18/07/1973
eb2201ee-009d-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,"4, BAILGATE",,,,,,1385395,557d5aa4-ce5c-4334-a79c-87216db937fb,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53859639 53.23465764000001)),HOUSE,,,,,,,,,,English,,,,,,POST MEDIEVAL,,,,,,1700,,"<p>House, now a house and shop. Early C18, refronted late C18. Brick with pantile roof with brick coped gables and side wall stack. First floor has brick quoins and modillion eaves. 2 storeys plus attics, single bay. Pilastered wooden shopfront has central round headed glazed door and fanlight, flanked by single canted bay windows with glazing bar top lights. Above, a central Venetian window with central bow window, domed top and glazing bar sashes. Above again, a segment headed dormer with a 2-light casement. INTERIOR not inspected. Pevsner states that the building was formerly a Post Office. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 512).<br />
&nbsp;</p>
",,,,,,National Heritage List for England,English,,,,,Grade II,,,,,,,Statutory,,,,08/10/1953
eb8aab10-4cf4-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,CHAPLIN ARMS PUBLIC HOUSE,,,,,,1388476,3f93a1f9-cec3-4ccb-9b28-314382f3de6c,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53347232 53.2201843)),PUBLIC HOUSE,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1850,,"<p>Public house. Mid C19. Gault brick, with stone and stucco dressings and slate roof with 2 external gable stacks and 2 side wall stacks. Tudor Revival style. Coped gables with kneelers and finials. 2 storeys, 2 bays. Double range plan. Projecting gabled centre with a 4-centred arched doorway under a gabled wooden canopy with bargeboards. On either side, single mullioned sash windows with hoodmoulds. Above, 3 similar windows. Left return gables each have a bay window with a mullioned sash window above it. INTERIOR not inspected.<br />
&nbsp;</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,18/07/1973
ebdeb738-42a8-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,"17, BAILGATE",,,,,,1388435,1edc42ed-e19d-40bb-acc3-67b42c5ed1c0,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53872504 53.2352795)),HOUSE,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1750,,"<p>House, now a shop and salon. Mid C18, restored and front rebuilt late C20. Brick with pantile roof. First floor band. 2 storeys plus attics, 4 bays. Late C19 pilastered wooden shopfront with recessed glazed door and moulded cornice. Above, 4 glazing bar sashes on a brick sill band, with soldier courses above. Above again, a C20 segment headed dormer with a 6-pane casement. INTERIOR not inspected.</p>
",,,,,,National Heritage List for England ,,,,,,Grade II,,,,,,,Statutory,,,,02/10/1969
ec4bd5da-4833-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,"73, 74 AND 75, BAILGATE",,,,,,1388453,ebb1afc1-c3a9-44c4-a4fd-9289f9b44e77,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53820447 53.23604623)),HOUSE,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1750,,"<p>3 houses. Mid C18, with mid C19 alterations. Brick with hipped artificial slate roof and 2 brick ridge stacks. Plinth with shoe scrapers, first and second floor bands. 2 storeys, 3 bays. Partly glazed fielded panelled doors with wooden doorcases and overlights. Hooded central doorcase, corniced doorcase to left with consoles, pedimented doorcase to right, and 3 sashes. Above, 2 canted bay windows and to right, a square 2-storey bay window with gable and sham timber framing, and 3-light casements on each floor. Above again, a near-central Diocletian window with 2 small plain sashes. INTERIOR not inspected.<br />
&nbsp;</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Primary,,,,02/10/1969
ecadce3e-fcbb-11e9-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,DERNSTALL HOUSE,,,,,,1388814,e70ae820-50fb-461e-93c4-9a3a21af7387,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.5393456100000001 53.23157439000001)),HOUSE,,,,,,,,,,English,,,,,,MEDIEVAL,,,,,,1400,,"<p>House, now 2 shops and a dental surgery. Late C15, altered C17 and C18. Restored and remodelled 1969. Coursed rubble, dressed stone and brick, with timber framed first floor, rendered at the front and with rendered nogging at the rear. Steep pitched pantile roof. C20 brick underbuild, jettied first floor. First floor open hall with 2 gabled rear wings. 2 storeys, 4 bays. Front has irregular C20 shopfronts flanked by single recessed doors. Above, 4 renewed glazing bar sashes. Rear wings have exposed timber-framing with arch braces, and C20 fenestration. INTERIOR has a stud wall with curved braces, and strutted crown post roof with collars and spine beam. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 519; Lincoln Civic trust: Dernstall House booklet: Lincoln: 1970-).<br />
&nbsp;</p>
",,,,,,National Heritage List for England,English,,,,,Grade II*,,,,,,,Statutory,,,,01/04/1965
ed7fa3d0-e39a-11e9-ae3b-066e122e3f0a,EXTANT STRUCTURE,Statutory,SECTION OF ROMAN WALL,SECTION OF ROMAN WALL,,,,,1388514,e263b9f2-8e5b-474d-9db2-0046be58e417,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53684878 53.23713532)),TOWN WALL,,,,,,,,,,English,,,,,,ROMAN,,,,,,100,,"<p>Section of Roman wall. C2, thickened and raised C4. Consolidated mid C20. Herringbone coursed and random rubble. Approx. 8m long and 3m high. This building was part of the Colonia defensive wall which was strengthened in the C4. Scheduled Ancient Monument, County No.17. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 516-517).</p>
",,,,,,National Heritage List for England,English,,410,,,Grade I,,,,,,,Statutory,,,,02/10/1969
ee70031a-e39b-11e9-ae3b-066e122e3f0a,EXTANT BUILDING,Statutory,ATHERSTONE PLACE,ATHERSTONE PLACE,,,,,1388519,bec51de8-eadc-4898-9843-7382d9a95ea5,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53645247 53.23557525)),HOUSE,,,,,,,,,,English,,,,,,MEDIEVAL,,,,,,1250,,"<p>House, formerly the hall of a larger complex including No.13 Eastgate and No.18 James Street (qv). Now the Deanery. Late C13, incorporating a late C12 doorway. Altered early C16. Floor inserted and ground floor remodelled late C17. Raised and reroofed, and west gable rebuilt, 1810. Further alterations late C19 and C20. Coursed squared stone and brick, with ashlar dressings and plain tile and pantile roofs. 3 brick gable stacks. EXTERIOR: moulded eaves cornice, rendered coped parapet, with 3 shouldered round headed gables with baluster finials. 2 storeys plus basement, 3 window range. South front has to left a C19 gabled porch with a 6-panel door, covering a late C17 doorway. To its left, a C19 3-light pointed arched window. To its right, a C13 2-light pointed arched window with Y-tracery. Both these windows have chamfered stone mullions, transom and hoodmould. To right again, an irregular buttress, then a 16-pane sash at basement level, with a plain sash above it. At the right corner, a round arched doorway, late C12, with double shafts, zigzag decoration and hoodmould. Above, three 16-pane sashes. Rear range, 3 storeys, has coursed squared stone lower floors with quoins. Two 2-light casements with renewed lintels, the right one smaller. Above, two 16-pane sashes and to right, a barred and slatted wooden cross casement. Above again, two 12-pane sashes. INTERIOR: cellar has brick and stone lining and 2 reused cambered tie beams. At the rear, at ground level, the remains of a late C13 doorway with chamfered jambs and incomplete hoodmould. Ground floor has a central entrance hall with an early C19 open-well stair with 2 stick balusters per tread and ramped scrolled handrail and turned newels. Dining room, to left, has early C16 wall paintings concealed by mid C20 panelling, C19 marble fireplace and moulded cornice. Study, on mezzanine floor to right, has 2 cased beams, 2 shell niches, and a late C17 fireplace with wooden surround. Adjoining rear room has a mid C19 marble fireplace, cornice and frieze. At one end, 2 cupboards flanked by panelled pilasters. C18 8-panel door.<br />
<br />
First floor has, to right, 2 exposed wall posts linked by a resited billeted lintel, and an exposed purlin. Doors mainly with 6 fielded panels. This building is fully described and illustrated by Jones (1990). (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 514; The Survey of Ancient Houses in Lincoln: Jones S: Lincoln: 1990-: 105-118).</p>
",,,,,,National Heritage List for England,English,,,,,Grade I,,,,,,,Statutory,,,,08/10/1953
efdd46d2-5177-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,"2-5, CORNHILL",,,,,,1388500,f2fe7e3c-4395-4454-93d2-f176e3cba3a0,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.54046665 53.22768662)),HOUSE,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1840,,"<p>4 houses, now 2 shops with offices above. c1840. Brick with stucco dressings and hipped slate roofs with single gable and ridge stacks. First floor band, modillion eaves. 3 storeys, 5 bays. 2 late C20 shopfronts. To their right, a round headed doorway with keystone. Above, a central glazing bar sash with pediment, flanked to right by 2 similar windows with cornices. To the left, two C20 windows, the cornices removed. Above again, 5 smaller windows, the 3 to right glazing bar sashes. INTERIOR not inspected.<br />
&nbsp;</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,15/08/1973
